ano,epiweek,casos,territory_name,situation_name,value
2010,1,0,Rio de Janeiro,Dado estável. Sujeito a pequenas alterações.,0
2010,1,0,Rondônia,Dado estável. Sujeito a pequenas alterações.,0
2010,1,0,Roraima,Dado estável. Sujeito a pequenas alterações.,0
2010,1,4,Santa Catarina,Dado estável. Sujeito a pequenas alterações.,4 (2.5 % do país)
2010,1,0,Sergipe,Dado estável. Sujeito a pequenas alterações.,0
2010,1,69,São Paulo,Dado estável. Sujeito a pequenas alterações.,69 (42.3 % do país)
2010,1,0,Tocantins,Dado estável. Sujeito a pequenas alterações.,0
2011,1,0,Acre,Dado estável. Sujeito a pequenas alterações.,0
2011,1,0,Alagoas,Dado estável. Sujeito a pequenas alterações.,0
2011,1,0,Amapá,Dado estável. Sujeito a pequenas alterações.,0
2011,1,0,Amazonas,Dado estável. Sujeito a pequenas alterações.,0
2011,1,0,Bahia,Dado estável. Sujeito a pequenas alterações.,0
2011,1,0,Ceará,Dado estável. Sujeito a pequenas alterações.,0
2011,1,0,Distrito Federal,Dado estável. Sujeito a pequenas alterações.,0
2011,1,0,Espírito Santo,Dado estável. Sujeito a pequenas alterações.,0
2011,1,0,Goiás,Dado estável. Sujeito a pequenas alterações.,0
2011,1,1,Maranhão,Dado estável. Sujeito a pequenas alterações.,1 (3.2 % do país)
2011,1,0,Mato Grosso,Dado estável. Sujeito a pequenas alterações.,0
2011,1,0,Mato Grosso do Sul,Dado estável. Sujeito a pequenas alterações.,0
2011,1,2,Minas Gerais,Dado estável. Sujeito a pequenas alterações.,2 (6.5 % do país)
2011,1,9,Paraná,Dado estável. Sujeito a pequenas alterações.,9 (29.0 % do país)
2011,1,0,Paraíba,Dado estável. Sujeito a pequenas alterações.,0
2011,1,0,Pará,Dado estável. Sujeito a pequenas alterações.,0
2011,1,0,Pernambuco,Dado estável. Sujeito a pequenas alterações.,0
2011,1,0,Piauí,Dado estável. Sujeito a pequenas alterações.,0
2011,1,0,Rio Grande do Norte,Dado estável. Sujeito a pequenas alterações.,0
2011,1,0,Rio Grande do Sul,Dado estável. Sujeito a pequenas alterações.,0
2011,1,0,Rio de Janeiro,Dado estável. Sujeito a pequenas alterações.,0
2011,1,0,Rondônia,Dado estável. Sujeito a pequenas alterações.,0
2011,1,0,Roraima,Dado estável. Sujeito a pequenas alterações.,0
2011,1,6,Santa Catarina,Dado estável. Sujeito a pequenas alterações.,6 (19.4 % do país)
2011,1,0,Sergipe,Dado estável. Sujeito a pequenas alterações.,0
2011,1,13,São Paulo,Dado estável. Sujeito a pequenas alterações.,13 (41.9 % do país)
2011,1,0,Tocantins,Dado estável. Sujeito a pequenas alterações.,0
2012,1,1,Acre,Dado estável. Sujeito a pequenas alterações.,1 (1.4 % do país)
2012,1,0,Alagoas,Dado estável. Sujeito a pequenas alterações.,0
2012,1,0,Amapá,Dado estável. Sujeito a pequenas alterações.,0
2012,1,0,Amazonas,Dado estável. Sujeito a pequenas alterações.,0
2012,1,0,Bahia,Dado estável. Sujeito a pequenas alterações.,0
2012,1,1,Ceará,Dado estável. Sujeito a pequenas alterações.,1 (1.4 % do país)
2012,1,0,Distrito Federal,Dado estável. Sujeito a pequenas alterações.,0
2012,1,0,Espírito Santo,Dado estável. Sujeito a pequenas alterações.,0
2012,1,1,Goiás,Dado estável. Sujeito a pequenas alterações.,1 (1.4 % do país)
2012,1,1,Maranhão,Dado estável. Sujeito a pequenas alterações.,1 (1.4 % do país)
2012,1,0,Mato Grosso,Dado estável. Sujeito a pequenas alterações.,0
2012,1,1,Mato Grosso do Sul,Dado estável. Sujeito a pequenas alterações.,1 (1.4 % do país)
2012,1,35,Minas Gerais,Dado estável. Sujeito a pequenas alterações.,35 (50.0 % do país)
2012,1,4,Paraná,Dado estável. Sujeito a pequenas alterações.,4 (5.7 % do país)
2012,1,0,Paraíba,Dado estável. Sujeito a pequenas alterações.,0
2012,1,0,Pará,Dado estável. Sujeito a pequenas alterações.,0
2012,1,1,Pernambuco,Dado estável. Sujeito a pequenas alterações.,1 (1.4 % do país)
2012,1,1,Piauí,Dado estável. Sujeito a pequenas alterações.,1 (1.4 % do país)
2012,1,2,Rio Grande do Norte,Dado estável. Sujeito a pequenas alterações.,2 (2.9 % do país)
2012,1,2,Rio Grande do Sul,Dado estável. Sujeito a pequenas alterações.,2 (2.9 % do país)
2012,1,1,Rio de Janeiro,Dado estável. Sujeito a pequenas alterações.,1 (1.4 % do país)
2012,1,0,Rondônia,Dado estável. Sujeito a pequenas alterações.,0
2012,1,0,Roraima,Dado estável. Sujeito a pequenas alterações.,0
2012,1,5,Santa Catarina,Dado estável. Sujeito a pequenas alterações.,5 (7.1 % do país)
2012,1,0,Sergipe,Dado estável. Sujeito a pequenas alterações.,0
2012,1,14,São Paulo,Dado estável. Sujeito a pequenas alterações.,14 (20.0 % do país)
2012,1,0,Tocantins,Dado estável. Sujeito a pequenas alterações.,0
2013,1,3,Acre,Dado estável. Sujeito a pequenas alterações.,3 (3.6 % do país)
2013,1,0,Alagoas,Dado estável. Sujeito a pequenas alterações.,0
2013,1,0,Amapá,Dado estável. Sujeito a pequenas alterações.,0
2013,1,0,Amazonas,Dado estável. Sujeito a pequenas alterações.,0
2013,1,2,Bahia,Dado estável. Sujeito a pequenas alterações.,2 (2.4 % do país)
2013,1,1,Ceará,Dado estável. Sujeito a pequenas alterações.,1 (1.2 % do país)
2013,1,3,Distrito Federal,Dado estável. Sujeito a pequenas alterações.,3 (3.6 % do país)
2013,1,1,Espírito Santo,Dado estável. Sujeito a pequenas alterações.,1 (1.2 % do país)
2013,1,0,Goiás,Dado estável. Sujeito a pequenas alterações.,0
2013,1,0,Maranhão,Dado estável. Sujeito a pequenas alterações.,0
2013,1,0,Mato Grosso,Dado estável. Sujeito a pequenas alterações.,0
2013,1,1,Mato Grosso do Sul,Dado estável. Sujeito a pequenas alterações.,1 (1.2 % do país)
2013,1,23,Minas Gerais,Dado estável. Sujeito a pequenas alterações.,23 (27.4 % do país)
2013,1,12,Paraná,Dado estável. Sujeito a pequenas alterações.,12 (14.3 % do país)
2013,1,0,Paraíba,Dado estável. Sujeito a pequenas alterações.,0
2013,1,1,Pará,Dado estável. Sujeito a pequenas alterações.,1 (1.2 % do país)
2013,1,0,Pernambuco,Dado estável. Sujeito a pequenas alterações.,0
2013,1,0,Piauí,Dado estável. Sujeito a pequenas alterações.,0
2013,1,1,Rio Grande do Norte,Dado estável. Sujeito a pequenas alterações.,1 (1.2 % do país)
2013,1,8,Rio Grande do Sul,Dado estável. Sujeito a pequenas alterações.,8 (9.5 % do país)
2013,1,0,Rio de Janeiro,Dado estável. Sujeito a pequenas alterações.,0
2013,1,0,Rondônia,Dado estável. Sujeito a pequenas alterações.,0
2013,1,0,Roraima,Dado estável. Sujeito a pequenas alterações.,0
2013,1,3,Santa Catarina,Dado estável. Sujeito a pequenas alterações.,3 (3.6 % do país)
2013,1,0,Sergipe,Dado estável. Sujeito a pequenas alterações.,0
2013,1,25,São Paulo,Dado estável. Sujeito a pequenas alterações.,25 (29.8 % do país)
2013,1,0,Tocantins,Dado estável. Sujeito a pequenas alterações.,0
2014,1,3,Acre,Dado estável. Sujeito a pequenas alterações.,3 (3.4 % do país)
2014,1,0,Alagoas,Dado estável. Sujeito a pequenas alterações.,0
2014,1,0,Amapá,Dado estável. Sujeito a pequenas alterações.,0
2014,1,0,Amazonas,Dado estável. Sujeito a pequenas alterações.,0
2014,1,3,Bahia,Dado estável. Sujeito a pequenas alterações.,3 (3.4 % do país)
2014,1,1,Ceará,Dado estável. Sujeito a pequenas alterações.,1 (1.1 % do país)
2014,1,0,Distrito Federal,Dado estável. Sujeito a pequenas alterações.,0
2014,1,1,Espírito Santo,Dado estável. Sujeito a pequenas alterações.,1 (1.1 % do país)
2014,1,1,Goiás,Dado estável. Sujeito a pequenas alterações.,1 (1.1 % do país)
2014,1,0,Maranhão,Dado estável. Sujeito a pequenas alterações.,0
2014,1,1,Mato Grosso,Dado estável. Sujeito a pequenas alterações.,1 (1.1 % do país)
2014,1,1,Mato Grosso do Sul,Dado estável. Sujeito a pequenas alterações.,1 (1.1 % do país)
2014,1,23,Minas Gerais,Dado estável. Sujeito a pequenas alterações.,23 (26.1 % do país)
2014,1,8,Paraná,Dado estável. Sujeito a pequenas alterações.,8 (9.1 % do país)
2014,1,0,Paraíba,Dado estável. Sujeito a pequenas alterações.,0
2014,1,2,Pará,Dado estável. Sujeito a pequenas alterações.,2 (2.3 % do país)
2014,1,3,Pernambuco,Dado estável. Sujeito a pequenas alterações.,3 (3.4 % do país)
2014,1,1,Piauí,Dado estável. Sujeito a pequenas alterações.,1 (1.1 % do país)
2014,1,1,Rio Grande do Norte,Dado estável. Sujeito a pequenas alterações.,1 (1.1 % do país)
2014,1,3,Rio Grande do Sul,Dado estável. Sujeito a pequenas alterações.,3 (3.4 % do país)
2014,1,4,Rio de Janeiro,Dado estável. Sujeito a pequenas alterações.,4 (4.5 % do país)
2014,1,0,Rondônia,Dado estável. Sujeito a pequenas alterações.,0
2014,1,0,Roraima,Dado estável. Sujeito a pequenas alterações.,0
2014,1,9,Santa Catarina,Dado estável. Sujeito a pequenas alterações.,9 (10.2 % do país)
2014,1,0,Sergipe,Dado estável. Sujeito a pequenas alterações.,0
2014,1,23,São Paulo,Dado estável. Sujeito a pequenas alterações.,23 (26.1 % do país)
2014,1,0,Tocantins,Dado estável. Sujeito a pequenas alterações.,0
2015,1,4,Acre,Dado estável. Sujeito a pequenas alterações.,4 (3.2 % do país)
2015,1,0,Alagoas,Dado estável. Sujeito a pequenas alterações.,0
2015,1,0,Amapá,Dado estável. Sujeito a pequenas alterações.,0
2015,1,1,Amazonas,Dado estável. Sujeito a pequenas alterações.,1 (0.8 % do país)
2015,1,5,Bahia,Dado estável. Sujeito a pequenas alterações.,5 (4.0 % do país)
2015,1,0,Ceará,Dado estável. Sujeito a pequenas alterações.,0
2015,1,2,Distrito Federal,Dado estável. Sujeito a pequenas alterações.,2 (1.6 % do país)
2015,1,2,Espírito Santo,Dado estável. Sujeito a pequenas alterações.,2 (1.6 % do país)
2015,1,3,Goiás,Dado estável. Sujeito a pequenas alterações.,3 (2.4 % do país)
2015,1,0,Maranhão,Dado estável. Sujeito a pequenas alterações.,0
2015,1,1,Mato Grosso,Dado estável. Sujeito a pequenas alterações.,1 (0.8 % do país)
2015,1,0,Mato Grosso do Sul,Dado estável. Sujeito a pequenas alterações.,0
2015,1,20,Minas Gerais,Dado estável. Sujeito a pequenas alterações.,20 (16.1 % do país)
2015,1,14,Paraná,Dado estável. Sujeito a pequenas alterações.,14 (11.3 % do país)
2015,1,0,Paraíba,Dado estável. Sujeito a pequenas alterações.,0
2015,1,1,Pará,Dado estável. Sujeito a pequenas alterações.,1 (0.8 % do país)
2015,1,18,Pernambuco,Dado estável. Sujeito a pequenas alterações.,18 (14.5 % do país)
2015,1,1,Piauí,Dado estável. Sujeito a pequenas alterações.,1 (0.8 % do país)
2015,1,4,Rio Grande do Norte,Dado estável. Sujeito a pequenas alterações.,4 (3.2 % do país)
2015,1,24,Rio Grande do Sul,Dado estável. Sujeito a pequenas alterações.,24 (19.4 % do país)
2015,1,2,Rio de Janeiro,Dado estável. Sujeito a pequenas alterações.,2 (1.6 % do país)
2015,1,0,Rondônia,Dado estável. Sujeito a pequenas alterações.,0
2015,1,0,Roraima,Dado estável. Sujeito a pequenas alterações.,0
2015,1,4,Santa Catarina,Dado estável. Sujeito a pequenas alterações.,4 (3.2 % do país)
2015,1,0,Sergipe,Dado estável. Sujeito a pequenas alterações.,0
2015,1,18,São Paulo,Dado estável. Sujeito a pequenas alterações.,18 (14.5 % do país)
2015,1,0,Tocantins,Dado estável. Sujeito a pequenas alterações.,0
2016,1,1,Acre,Dado estável. Sujeito a pequenas alterações.,1 (1.0 % do país)
2016,1,0,Alagoas,Dado estável. Sujeito a pequenas alterações.,0
2016,1,0,Amapá,Dado estável. Sujeito a pequenas alterações.,0
2016,1,0,Amazonas,Dado estável. Sujeito a pequenas alterações.,0
2016,1,2,Bahia,Dado estável. Sujeito a pequenas alterações.,2 (1.9 % do país)
2016,1,2,Ceará,Dado estável. Sujeito a pequenas alterações.,2 (1.9 % do país)
2016,1,3,Distrito Federal,Dado estável. Sujeito a pequenas alterações.,3 (2.9 % do país)
2016,1,0,Espírito Santo,Dado estável. Sujeito a pequenas alterações.,0
2016,1,1,Goiás,Dado estável. Sujeito a pequenas alterações.,1 (1.0 % do país)
2016,1,0,Maranhão,Dado estável. Sujeito a pequenas alterações.,0
2016,1,1,Mato Grosso,Dado estável. Sujeito a pequenas alterações.,1 (1.0 % do país)
2016,1,5,Mato Grosso do Sul,Dado estável. Sujeito a pequenas alterações.,5 (4.8 % do país)
2016,1,9,Minas Gerais,Dado estável. Sujeito a pequenas alterações.,9 (8.7 % do país)
2016,1,12,Paraná,Dado estável. Sujeito a pequenas alterações.,12 (11.5 % do país)
2016,1,0,Paraíba,Dado estável. Sujeito a pequenas alterações.,0
2016,1,2,Pará,Dado estável. Sujeito a pequenas alterações.,2 (1.9 % do país)
2016,1,14,Pernambuco,Dado estável. Sujeito a pequenas alterações.,14 (13.5 % do país)
2016,1,1,Piauí,Dado estável. Sujeito a pequenas alterações.,1 (1.0 % do país)
2016,1,0,Rio Grande do Norte,Dado estável. Sujeito a pequenas alterações.,0
2016,1,16,Rio Grande do Sul,Dado estável. Sujeito a pequenas alterações.,16 (15.4 % do país)
2016,1,3,Rio de Janeiro,Dado estável. Sujeito a pequenas alterações.,3 (2.9 % do país)
2016,1,1,Rondônia,Dado estável. Sujeito a pequenas alterações.,1 (1.0 % do país)
2016,1,0,Roraima,Dado estável. Sujeito a pequenas alterações.,0
2016,1,4,Santa Catarina,Dado estável. Sujeito a pequenas alterações.,4 (3.8 % do país)
2016,1,0,Sergipe,Dado estável. Sujeito a pequenas alterações.,0
2016,1,26,São Paulo,Dado estável. Sujeito a pequenas alterações.,26 (25.0 % do país)
2016,1,1,Tocantins,Dado estável. Sujeito a pequenas alterações.,1 (1.0 % do país)
2017,1,6,Acre,Dado estável. Sujeito a pequenas alterações.,6 (2.9 % do país)
2017,1,0,Alagoas,Dado estável. Sujeito a pequenas alterações.,0
2017,1,0,Amapá,Dado estável. Sujeito a pequenas alterações.,0
2017,1,1,Amazonas,Dado estável. Sujeito a pequenas alterações.,1 (0.5 % do país)
2017,1,6,Bahia,Dado estável. Sujeito a pequenas alterações.,6 (2.9 % do país)
2017,1,1,Ceará,Dado estável. Sujeito a pequenas alterações.,1 (0.5 % do país)
2017,1,6,Distrito Federal,Dado estável. Sujeito a pequenas alterações.,6 (2.9 % do país)
2017,1,3,Espírito Santo,Dado estável. Sujeito a pequenas alterações.,3 (1.5 % do país)
2017,1,10,Goiás,Dado estável. Sujeito a pequenas alterações.,10 (4.9 % do país)
2017,1,1,Maranhão,Dado estável. Sujeito a pequenas alterações.,1 (0.5 % do país)
2017,1,2,Mato Grosso,Dado estável. Sujeito a pequenas alterações.,2 (1.0 % do país)
2017,1,3,Mato Grosso do Sul,Dado estável. Sujeito a pequenas alterações.,3 (1.5 % do país)
2017,1,29,Minas Gerais,Dado estável. Sujeito a pequenas alterações.,29 (14.1 % do país)
2017,1,20,Paraná,Dado estável. Sujeito a pequenas alterações.,20 (9.8 % do país)
2017,1,4,Paraíba,Dado estável. Sujeito a pequenas alterações.,4 (2.0 % do país)
2017,1,11,Pará,Dado estável. Sujeito a pequenas alterações.,11 (5.4 % do país)
2017,1,14,Pernambuco,Dado estável. Sujeito a pequenas alterações.,14 (6.8 % do país)
2017,1,0,Piauí,Dado estável. Sujeito a pequenas alterações.,0
2017,1,1,Rio Grande do Norte,Dado estável. Sujeito a pequenas alterações.,1 (0.5 % do país)
2017,1,26,Rio Grande do Sul,Dado estável. Sujeito a pequenas alterações.,26 (12.7 % do país)
2017,1,8,Rio de Janeiro,Dado estável. Sujeito a pequenas alterações.,8 (3.9 % do país)
2017,1,1,Rondônia,Dado estável. Sujeito a pequenas alterações.,1 (0.5 % do país)
2017,1,0,Roraima,Dado estável. Sujeito a pequenas alterações.,0
2017,1,7,Santa Catarina,Dado estável. Sujeito a pequenas alterações.,7 (3.4 % do país)
2017,1,0,Sergipe,Dado estável. Sujeito a pequenas alterações.,0
2017,1,45,São Paulo,Dado estável. Sujeito a pequenas alterações.,45 (22.0 % do país)
2017,1,0,Tocantins,Dado estável. Sujeito a pequenas alterações.,0
2018,1,2,Acre,Dado estável. Sujeito a pequenas alterações.,2 (1.0 % do país)
2018,1,1,Alagoas,Dado estável. Sujeito a pequenas alterações.,1 (0.5 % do país)
2018,1,0,Amapá,Dado estável. Sujeito a pequenas alterações.,0
2018,1,2,Amazonas,Dado estável. Sujeito a pequenas alterações.,2 (1.0 % do país)
2018,1,2,Bahia,Dado estável. Sujeito a pequenas alterações.,2 (1.0 % do país)
2018,1,4,Ceará,Dado estável. Sujeito a pequenas alterações.,4 (1.9 % do país)
2018,1,14,Distrito Federal,Dado estável. Sujeito a pequenas alterações.,14 (6.8 % do país)
2018,1,5,Espírito Santo,Dado estável. Sujeito a pequenas alterações.,5 (2.4 % do país)
2018,1,4,Goiás,Dado estável. Sujeito a pequenas alterações.,4 (1.9 % do país)
2018,1,1,Maranhão,Dado estável. Sujeito a pequenas alterações.,1 (0.5 % do país)
2018,1,2,Mato Grosso,Dado estável. Sujeito a pequenas alterações.,2 (1.0 % do país)
2018,1,5,Mato Grosso do Sul,Dado estável. Sujeito a pequenas alterações.,5 (2.4 % do país)
2018,1,17,Minas Gerais,Dado estável. Sujeito a pequenas alterações.,17 (8.2 % do país)
2018,1,26,Paraná,Dado estável. Sujeito a pequenas alterações.,26 (12.6 % do país)
2018,1,3,Paraíba,Dado estável. Sujeito a pequenas alterações.,3 (1.4 % do país)
2018,1,8,Pará,Dado estável. Sujeito a pequenas alterações.,8 (3.9 % do país)
2018,1,20,Pernambuco,Dado estável. Sujeito a pequenas alterações.,20 (9.7 % do país)
2018,1,2,Piauí,Dado estável. Sujeito a pequenas alterações.,2 (1.0 % do país)
2018,1,1,Rio Grande do Norte,Dado estável. Sujeito a pequenas alterações.,1 (0.5 % do país)
2018,1,26,Rio Grande do Sul,Dado estável. Sujeito a pequenas alterações.,26 (12.6 % do país)
2018,1,12,Rio de Janeiro,Dado estável. Sujeito a pequenas alterações.,12 (5.8 % do país)
2018,1,0,Rondônia,Dado estável. Sujeito a pequenas alterações.,0
2018,1,0,Roraima,Dado estável. Sujeito a pequenas alterações.,0
2018,1,6,Santa Catarina,Dado estável. Sujeito a pequenas alterações.,6 (2.9 % do país)
2018,1,0,Sergipe,Dado estável. Sujeito a pequenas alterações.,0
2018,1,43,São Paulo,Dado estável. Sujeito a pequenas alterações.,43 (20.8 % do país)
2018,1,1,Tocantins,Dado estável. Sujeito a pequenas alterações.,1 (0.5 % do país)
2019,1,7,Acre,Dado estável. Sujeito a pequenas alterações.,7 (2.4 % do país)
2019,1,1,Alagoas,Dado estável. Sujeito a pequenas alterações.,1 (0.3 % do país)
2019,1,1,Amapá,Dado estável. Sujeito a pequenas alterações.,1 (0.3 % do país)
2019,1,3,Amazonas,Dado estável. Sujeito a pequenas alterações.,3 (1.0 % do país)
2019,1,12,Bahia,Dado estável. Sujeito a pequenas alterações.,12 (4.2 % do país)
2019,1,3,Ceará,Dado estável. Sujeito a pequenas alterações.,3 (1.0 % do país)
2019,1,11,Distrito Federal,Dado estável. Sujeito a pequenas alterações.,11 (3.8 % do país)
2019,1,3,Espírito Santo,Dado estável. Sujeito a pequenas alterações.,3 (1.0 % do país)
2019,1,9,Goiás,Dado estável. Sujeito a pequenas alterações.,9 (3.1 % do país)
2019,1,2,Maranhão,Dado estável. Sujeito a pequenas alterações.,2 (0.7 % do país)
2019,1,2,Mato Grosso,Dado estável. Sujeito a pequenas alterações.,2 (0.7 % do país)
2019,1,11,Mato Grosso do Sul,Dado estável. Sujeito a pequenas alterações.,11 (3.8 % do país)
2019,1,36,Minas Gerais,Dado estável. Sujeito a pequenas alterações.,36 (12.5 % do país)
2019,1,30,Paraná,Dado estável. Sujeito a pequenas alterações.,30 (10.4 % do país)
2019,1,1,Paraíba,Dado estável. Sujeito a pequenas alterações.,1 (0.3 % do país)
2019,1,6,Pará,Dado estável. Sujeito a pequenas alterações.,6 (2.1 % do país)
2019,1,43,Pernambuco,Dado estável. Sujeito a pequenas alterações.,43 (14.9 % do país)
2019,1,6,Piauí,Dado estável. Sujeito a pequenas alterações.,6 (2.1 % do país)
2019,1,1,Rio Grande do Norte,Dado estável. Sujeito a pequenas alterações.,1 (0.3 % do país)
2019,1,10,Rio Grande do Sul,Dado estável. Sujeito a pequenas alterações.,10 (3.5 % do país)
2019,1,12,Rio de Janeiro,Dado estável. Sujeito a pequenas alterações.,12 (4.2 % do país)
2019,1,1,Rondônia,Dado estável. Sujeito a pequenas alterações.,1 (0.3 % do país)
2019,1,0,Roraima,Dado estável. Sujeito a pequenas alterações.,0
2019,1,10,Santa Catarina,Dado estável. Sujeito a pequenas alterações.,10 (3.5 % do país)
2019,1,1,Sergipe,Dado estável. Sujeito a pequenas alterações.,1 (0.3 % do país)
2019,1,65,São Paulo,Dado estável. Sujeito a pequenas alterações.,65 (22.6 % do país)
2019,1,1,Tocantins,Dado estável. Sujeito a pequenas alterações.,1 (0.3 % do país)
2020,1,2,Acre,Dado estável. Sujeito a pequenas alterações.,2 (0.7 % do país)
2020,1,0,Alagoas,Dado estável. Sujeito a pequenas alterações.,0
2020,1,0,Amapá,Dado estável. Sujeito a pequenas alterações.,0
2020,1,11,Amazonas,Dado estável. Sujeito a pequenas alterações.,11 (3.7 % do país)
2020,1,8,Bahia,Dado estável. Sujeito a pequenas alterações.,8 (2.7 % do país)
2020,1,12,Ceará,Dado estável. Sujeito a pequenas alterações.,12 (4.0 % do país)
2020,1,27,Distrito Federal,Dado estável. Sujeito a pequenas alterações.,27 (9.0 % do país)
2020,1,1,Espírito Santo,Dado estável. Sujeito a pequenas alterações.,1 (0.3 % do país)
2020,1,3,Goiás,Dado estável. Sujeito a pequenas alterações.,3 (1.0 % do país)
2020,1,3,Maranhão,Dado estável. Sujeito a pequenas alterações.,3 (1.0 % do país)
2020,1,1,Mato Grosso,Dado estável. Sujeito a pequenas alterações.,1 (0.3 % do país)
2020,1,5,Mato Grosso do Sul,Dado estável. Sujeito a pequenas alterações.,5 (1.7 % do país)
2020,1,32,Minas Gerais,Dado estável. Sujeito a pequenas alterações.,32 (10.7 % do país)
2020,1,44,Paraná,Dado estável. Sujeito a pequenas alterações.,44 (14.7 % do país)
2020,1,0,Paraíba,Dado estável. Sujeito a pequenas alterações.,0
2020,1,8,Pará,Dado estável. Sujeito a pequenas alterações.,8 (2.7 % do país)
2020,1,17,Pernambuco,Dado estável. Sujeito a pequenas alterações.,17 (5.7 % do país)
2020,1,1,Piauí,Dado estável. Sujeito a pequenas alterações.,1 (0.3 % do país)
2020,1,0,Rio Grande do Norte,Dado estável. Sujeito a pequenas alterações.,0
2020,1,21,Rio Grande do Sul,Dado estável. Sujeito a pequenas alterações.,21 (7.0 % do país)
2020,1,16,Rio de Janeiro,Dado estável. Sujeito a pequenas alterações.,16 (5.3 % do país)
2020,1,0,Rondônia,Dado estável. Sujeito a pequenas alterações.,0
2020,1,0,Roraima,Dado estável. Sujeito a pequenas alterações.,0
2020,1,7,Santa Catarina,Dado estável. Sujeito a pequenas alterações.,7 (2.3 % do país)
2020,1,1,Sergipe,Dado estável. Sujeito a pequenas alterações.,1 (0.3 % do país)
2020,1,76,São Paulo,Dado estável. Sujeito a pequenas alterações.,76 (25.3 % do país)
2020,1,4,Tocantins,Dado estável. Sujeito a pequenas alterações.,4 (1.3 % do país)
2009,2,0,Acre,Dado estável. Sujeito a pequenas alterações.,0
2009,2,0,Alagoas,Dado estável. Sujeito a pequenas alterações.,0
2009,2,0,Amapá,Dado estável. Sujeito a pequenas alterações.,0
