ano,epiweek,territory_name,casos,situation_name,value
2009,4,Acre,0,Dado estável. Sujeito a pequenas alterações.,0
2009,4,Alagoas,0,Dado estável. Sujeito a pequenas alterações.,0
2009,4,Amapá,0,Dado estável. Sujeito a pequenas alterações.,0
2009,4,Amazonas,0,Dado estável. Sujeito a pequenas alterações.,0
2009,4,Bahia,0,Dado estável. Sujeito a pequenas alterações.,0
2009,4,Ceará,0,Dado estável. Sujeito a pequenas alterações.,0
2009,4,Distrito Federal,0,Dado estável. Sujeito a pequenas alterações.,0
2009,4,Espírito Santo,0,Dado estável. Sujeito a pequenas alterações.,0
2009,4,Goiás,0,Dado estável. Sujeito a pequenas alterações.,0
2009,4,Maranhão,0,Dado estável. Sujeito a pequenas alterações.,0
2009,4,Mato Grosso,0,Dado estável. Sujeito a pequenas alterações.,0
2009,4,Mato Grosso do Sul,0,Dado estável. Sujeito a pequenas alterações.,0
2009,4,Minas Gerais,0,Dado estável. Sujeito a pequenas alterações.,0
2009,4,Paraná,0,Dado estável. Sujeito a pequenas alterações.,0
2009,4,Paraíba,0,Dado estável. Sujeito a pequenas alterações.,0
2009,4,Pará,0,Dado estável. Sujeito a pequenas alterações.,0
2009,4,Pernambuco,0,Dado estável. Sujeito a pequenas alterações.,0
2009,4,Piauí,0,Dado estável. Sujeito a pequenas alterações.,0
2009,4,Rio Grande do Norte,0,Dado estável. Sujeito a pequenas alterações.,0
2009,4,Rio Grande do Sul,0,Dado estável. Sujeito a pequenas alterações.,0
2009,4,Rio de Janeiro,0,Dado estável. Sujeito a pequenas alterações.,0
2009,4,Rondônia,0,Dado estável. Sujeito a pequenas alterações.,0
2009,4,Roraima,0,Dado estável. Sujeito a pequenas alterações.,0
2009,4,Santa Catarina,0,Dado estável. Sujeito a pequenas alterações.,0
2009,4,Sergipe,0,Dado estável. Sujeito a pequenas alterações.,0
2009,4,São Paulo,0,Dado estável. Sujeito a pequenas alterações.,0
2009,4,Tocantins,0,Dado estável. Sujeito a pequenas alterações.,0
2009,5,Acre,0,Dado estável. Sujeito a pequenas alterações.,0
2009,5,Alagoas,0,Dado estável. Sujeito a pequenas alterações.,0
2009,5,Amapá,0,Dado estável. Sujeito a pequenas alterações.,0
2009,5,Amazonas,0,Dado estável. Sujeito a pequenas alterações.,0
2009,5,Bahia,0,Dado estável. Sujeito a pequenas alterações.,0
2009,5,Ceará,0,Dado estável. Sujeito a pequenas alterações.,0
2009,5,Distrito Federal,0,Dado estável. Sujeito a pequenas alterações.,0
2009,5,Espírito Santo,0,Dado estável. Sujeito a pequenas alterações.,0
2009,5,Goiás,0,Dado estável. Sujeito a pequenas alterações.,0
2009,5,Maranhão,0,Dado estável. Sujeito a pequenas alterações.,0
2009,5,Mato Grosso,0,Dado estável. Sujeito a pequenas alterações.,0
2009,5,Mato Grosso do Sul,0,Dado estável. Sujeito a pequenas alterações.,0
2009,5,Minas Gerais,0,Dado estável. Sujeito a pequenas alterações.,0
2009,5,Paraná,0,Dado estável. Sujeito a pequenas alterações.,0
2009,5,Paraíba,0,Dado estável. Sujeito a pequenas alterações.,0
2009,5,Pará,0,Dado estável. Sujeito a pequenas alterações.,0
2009,5,Pernambuco,0,Dado estável. Sujeito a pequenas alterações.,0
2009,5,Piauí,0,Dado estável. Sujeito a pequenas alterações.,0
2009,5,Rio Grande do Norte,0,Dado estável. Sujeito a pequenas alterações.,0
2009,5,Rio Grande do Sul,0,Dado estável. Sujeito a pequenas alterações.,0
2009,5,Rio de Janeiro,0,Dado estável. Sujeito a pequenas alterações.,0
2009,5,Rondônia,0,Dado estável. Sujeito a pequenas alterações.,0
2009,5,Roraima,0,Dado estável. Sujeito a pequenas alterações.,0
2009,5,Santa Catarina,0,Dado estável. Sujeito a pequenas alterações.,0
2009,5,Sergipe,0,Dado estável. Sujeito a pequenas alterações.,0
2009,5,São Paulo,0,Dado estável. Sujeito a pequenas alterações.,0
2009,5,Tocantins,0,Dado estável. Sujeito a pequenas alterações.,0
2009,6,Acre,0,Dado estável. Sujeito a pequenas alterações.,0
2009,6,Alagoas,0,Dado estável. Sujeito a pequenas alterações.,0
2009,6,Amapá,0,Dado estável. Sujeito a pequenas alterações.,0
2009,6,Amazonas,0,Dado estável. Sujeito a pequenas alterações.,0
2009,6,Bahia,0,Dado estável. Sujeito a pequenas alterações.,0
2009,6,Ceará,0,Dado estável. Sujeito a pequenas alterações.,0
2009,6,Distrito Federal,0,Dado estável. Sujeito a pequenas alterações.,0
2009,6,Espírito Santo,0,Dado estável. Sujeito a pequenas alterações.,0
2009,6,Goiás,0,Dado estável. Sujeito a pequenas alterações.,0
2009,6,Maranhão,0,Dado estável. Sujeito a pequenas alterações.,0
2009,6,Mato Grosso,0,Dado estável. Sujeito a pequenas alterações.,0
2009,6,Mato Grosso do Sul,0,Dado estável. Sujeito a pequenas alterações.,0
2009,6,Minas Gerais,0,Dado estável. Sujeito a pequenas alterações.,0
2009,6,Paraná,0,Dado estável. Sujeito a pequenas alterações.,0
2009,6,Paraíba,0,Dado estável. Sujeito a pequenas alterações.,0
2009,6,Pará,0,Dado estável. Sujeito a pequenas alterações.,0
2009,6,Pernambuco,0,Dado estável. Sujeito a pequenas alterações.,0
2009,6,Piauí,0,Dado estável. Sujeito a pequenas alterações.,0
2009,6,Rio Grande do Norte,0,Dado estável. Sujeito a pequenas alterações.,0
2009,6,Rio Grande do Sul,0,Dado estável. Sujeito a pequenas alterações.,0
2009,6,Rio de Janeiro,0,Dado estável. Sujeito a pequenas alterações.,0
2009,6,Rondônia,0,Dado estável. Sujeito a pequenas alterações.,0
2009,6,Roraima,0,Dado estável. Sujeito a pequenas alterações.,0
2009,6,Santa Catarina,0,Dado estável. Sujeito a pequenas alterações.,0
2009,6,Sergipe,0,Dado estável. Sujeito a pequenas alterações.,0
2009,6,São Paulo,0,Dado estável. Sujeito a pequenas alterações.,0
2009,6,Tocantins,0,Dado estável. Sujeito a pequenas alterações.,0
2009,7,Acre,0,Dado estável. Sujeito a pequenas alterações.,0
2009,7,Alagoas,0,Dado estável. Sujeito a pequenas alterações.,0
2009,7,Amapá,0,Dado estável. Sujeito a pequenas alterações.,0
2009,7,Amazonas,0,Dado estável. Sujeito a pequenas alterações.,0
2009,7,Bahia,0,Dado estável. Sujeito a pequenas alterações.,0
2009,7,Ceará,0,Dado estável. Sujeito a pequenas alterações.,0
2009,7,Distrito Federal,0,Dado estável. Sujeito a pequenas alterações.,0
2009,7,Espírito Santo,0,Dado estável. Sujeito a pequenas alterações.,0
2009,7,Goiás,0,Dado estável. Sujeito a pequenas alterações.,0
2009,7,Maranhão,0,Dado estável. Sujeito a pequenas alterações.,0
2009,7,Mato Grosso,0,Dado estável. Sujeito a pequenas alterações.,0
2009,7,Mato Grosso do Sul,0,Dado estável. Sujeito a pequenas alterações.,0
2009,7,Minas Gerais,0,Dado estável. Sujeito a pequenas alterações.,0
2009,7,Paraná,0,Dado estável. Sujeito a pequenas alterações.,0
2009,7,Paraíba,0,Dado estável. Sujeito a pequenas alterações.,0
2009,7,Pará,0,Dado estável. Sujeito a pequenas alterações.,0
2009,7,Pernambuco,0,Dado estável. Sujeito a pequenas alterações.,0
2009,7,Piauí,0,Dado estável. Sujeito a pequenas alterações.,0
2009,7,Rio Grande do Norte,0,Dado estável. Sujeito a pequenas alterações.,0
2009,7,Rio Grande do Sul,0,Dado estável. Sujeito a pequenas alterações.,0
2009,7,Rio de Janeiro,0,Dado estável. Sujeito a pequenas alterações.,0
2009,7,Rondônia,0,Dado estável. Sujeito a pequenas alterações.,0
2009,7,Roraima,0,Dado estável. Sujeito a pequenas alterações.,0
2009,7,Santa Catarina,0,Dado estável. Sujeito a pequenas alterações.,0
2009,7,Sergipe,0,Dado estável. Sujeito a pequenas alterações.,0
2009,7,São Paulo,0,Dado estável. Sujeito a pequenas alterações.,0
2009,7,Tocantins,0,Dado estável. Sujeito a pequenas alterações.,0
2009,8,Acre,0,Dado estável. Sujeito a pequenas alterações.,0
2009,8,Alagoas,0,Dado estável. Sujeito a pequenas alterações.,0
2009,8,Amapá,0,Dado estável. Sujeito a pequenas alterações.,0
2009,8,Amazonas,0,Dado estável. Sujeito a pequenas alterações.,0
2009,8,Bahia,0,Dado estável. Sujeito a pequenas alterações.,0
2009,8,Ceará,0,Dado estável. Sujeito a pequenas alterações.,0
2009,8,Distrito Federal,0,Dado estável. Sujeito a pequenas alterações.,0
2009,8,Espírito Santo,0,Dado estável. Sujeito a pequenas alterações.,0
2009,8,Goiás,0,Dado estável. Sujeito a pequenas alterações.,0
2009,8,Maranhão,0,Dado estável. Sujeito a pequenas alterações.,0
2009,8,Mato Grosso,0,Dado estável. Sujeito a pequenas alterações.,0
2009,8,Mato Grosso do Sul,0,Dado estável. Sujeito a pequenas alterações.,0
2009,8,Minas Gerais,0,Dado estável. Sujeito a pequenas alterações.,0
2009,8,Paraná,0,Dado estável. Sujeito a pequenas alterações.,0
2009,8,Paraíba,0,Dado estável. Sujeito a pequenas alterações.,0
2009,8,Pará,0,Dado estável. Sujeito a pequenas alterações.,0
2009,8,Pernambuco,0,Dado estável. Sujeito a pequenas alterações.,0
2009,8,Piauí,0,Dado estável. Sujeito a pequenas alterações.,0
2009,8,Rio Grande do Norte,0,Dado estável. Sujeito a pequenas alterações.,0
2009,8,Rio Grande do Sul,0,Dado estável. Sujeito a pequenas alterações.,0
2009,8,Rio de Janeiro,0,Dado estável. Sujeito a pequenas alterações.,0
2009,8,Rondônia,0,Dado estável. Sujeito a pequenas alterações.,0
2009,8,Roraima,0,Dado estável. Sujeito a pequenas alterações.,0
2009,8,Santa Catarina,0,Dado estável. Sujeito a pequenas alterações.,0
2009,8,Sergipe,0,Dado estável. Sujeito a pequenas alterações.,0
2009,8,São Paulo,0,Dado estável. Sujeito a pequenas alterações.,0
2009,8,Tocantins,0,Dado estável. Sujeito a pequenas alterações.,0
2009,9,Acre,0,Dado estável. Sujeito a pequenas alterações.,0
2009,9,Alagoas,0,Dado estável. Sujeito a pequenas alterações.,0
2009,9,Amapá,0,Dado estável. Sujeito a pequenas alterações.,0
2009,9,Amazonas,0,Dado estável. Sujeito a pequenas alterações.,0
2009,9,Bahia,0,Dado estável. Sujeito a pequenas alterações.,0
2009,9,Ceará,0,Dado estável. Sujeito a pequenas alterações.,0
2009,9,Distrito Federal,0,Dado estável. Sujeito a pequenas alterações.,0
2009,9,Espírito Santo,0,Dado estável. Sujeito a pequenas alterações.,0
2009,9,Goiás,0,Dado estável. Sujeito a pequenas alterações.,0
2009,9,Maranhão,0,Dado estável. Sujeito a pequenas alterações.,0
2009,9,Mato Grosso,0,Dado estável. Sujeito a pequenas alterações.,0
2009,9,Mato Grosso do Sul,0,Dado estável. Sujeito a pequenas alterações.,0
2009,9,Minas Gerais,0,Dado estável. Sujeito a pequenas alterações.,0
2009,9,Paraná,0,Dado estável. Sujeito a pequenas alterações.,0
2009,9,Paraíba,0,Dado estável. Sujeito a pequenas alterações.,0
2009,9,Pará,0,Dado estável. Sujeito a pequenas alterações.,0
2009,9,Pernambuco,0,Dado estável. Sujeito a pequenas alterações.,0
2009,9,Piauí,0,Dado estável. Sujeito a pequenas alterações.,0
2009,9,Rio Grande do Norte,0,Dado estável. Sujeito a pequenas alterações.,0
2009,9,Rio Grande do Sul,0,Dado estável. Sujeito a pequenas alterações.,0
2009,9,Rio de Janeiro,0,Dado estável. Sujeito a pequenas alterações.,0
2009,9,Rondônia,0,Dado estável. Sujeito a pequenas alterações.,0
2009,9,Roraima,0,Dado estável. Sujeito a pequenas alterações.,0
2009,9,Santa Catarina,0,Dado estável. Sujeito a pequenas alterações.,0
2009,9,Sergipe,0,Dado estável. Sujeito a pequenas alterações.,0
2009,9,São Paulo,0,Dado estável. Sujeito a pequenas alterações.,0
2009,9,Tocantins,0,Dado estável. Sujeito a pequenas alterações.,0
2009,10,Acre,0,Dado estável. Sujeito a pequenas alterações.,0
2009,10,Alagoas,0,Dado estável. Sujeito a pequenas alterações.,0
2009,10,Amapá,0,Dado estável. Sujeito a pequenas alterações.,0
2009,10,Amazonas,0,Dado estável. Sujeito a pequenas alterações.,0
2009,10,Bahia,0,Dado estável. Sujeito a pequenas alterações.,0
2009,10,Ceará,0,Dado estável. Sujeito a pequenas alterações.,0
2009,10,Distrito Federal,0,Dado estável. Sujeito a pequenas alterações.,0
2009,10,Espírito Santo,0,Dado estável. Sujeito a pequenas alterações.,0
2009,10,Goiás,0,Dado estável. Sujeito a pequenas alterações.,0
2009,10,Maranhão,0,Dado estável. Sujeito a pequenas alterações.,0
2009,10,Mato Grosso,0,Dado estável. Sujeito a pequenas alterações.,0
2009,10,Mato Grosso do Sul,0,Dado estável. Sujeito a pequenas alterações.,0
2009,10,Minas Gerais,0,Dado estável. Sujeito a pequenas alterações.,0
2009,10,Paraná,0,Dado estável. Sujeito a pequenas alterações.,0
2009,10,Paraíba,0,Dado estável. Sujeito a pequenas alterações.,0
2009,10,Pará,0,Dado estável. Sujeito a pequenas alterações.,0
2009,10,Pernambuco,0,Dado estável. Sujeito a pequenas alterações.,0
2009,10,Piauí,0,Dado estável. Sujeito a pequenas alterações.,0
2009,10,Rio Grande do Norte,0,Dado estável. Sujeito a pequenas alterações.,0
2009,10,Rio Grande do Sul,0,Dado estável. Sujeito a pequenas alterações.,0
2009,10,Rio de Janeiro,0,Dado estável. Sujeito a pequenas alterações.,0
2009,10,Rondônia,0,Dado estável. Sujeito a pequenas alterações.,0
2009,10,Roraima,0,Dado estável. Sujeito a pequenas alterações.,0
2009,10,Santa Catarina,0,Dado estável. Sujeito a pequenas alterações.,0
2009,10,Sergipe,0,Dado estável. Sujeito a pequenas alterações.,0
2009,10,São Paulo,0,Dado estável. Sujeito a pequenas alterações.,0
2009,10,Tocantins,0,Dado estável. Sujeito a pequenas alterações.,0
2009,11,Acre,0,Dado estável. Sujeito a pequenas alterações.,0
2009,11,Alagoas,0,Dado estável. Sujeito a pequenas alterações.,0
2009,11,Amapá,0,Dado estável. Sujeito a pequenas alterações.,0
2009,11,Amazonas,0,Dado estável. Sujeito a pequenas alterações.,0
2009,11,Bahia,0,Dado estável. Sujeito a pequenas alterações.,0
2009,11,Ceará,0,Dado estável. Sujeito a pequenas alterações.,0
2009,11,Distrito Federal,0,Dado estável. Sujeito a pequenas alterações.,0
2009,11,Espírito Santo,0,Dado estável. Sujeito a pequenas alterações.,0
2009,11,Goiás,0,Dado estável. Sujeito a pequenas alterações.,0
2009,11,Maranhão,0,Dado estável. Sujeito a pequenas alterações.,0
2009,11,Mato Grosso,0,Dado estável. Sujeito a pequenas alterações.,0
2009,11,Mato Grosso do Sul,0,Dado estável. Sujeito a pequenas alterações.,0
2009,11,Minas Gerais,0,Dado estável. Sujeito a pequenas alterações.,0
2009,11,Paraná,0,Dado estável. Sujeito a pequenas alterações.,0
2009,11,Paraíba,0,Dado estável. Sujeito a pequenas alterações.,0
2009,11,Pará,0,Dado estável. Sujeito a pequenas alterações.,0
2009,11,Pernambuco,0,Dado estável. Sujeito a pequenas alterações.,0
2009,11,Piauí,0,Dado estável. Sujeito a pequenas alterações.,0
2009,11,Rio Grande do Norte,0,Dado estável. Sujeito a pequenas alterações.,0
2009,11,Rio Grande do Sul,0,Dado estável. Sujeito a pequenas alterações.,0
2009,11,Rio de Janeiro,0,Dado estável. Sujeito a pequenas alterações.,0
2009,11,Rondônia,0,Dado estável. Sujeito a pequenas alterações.,0
2009,11,Roraima,0,Dado estável. Sujeito a pequenas alterações.,0
2009,11,Santa Catarina,0,Dado estável. Sujeito a pequenas alterações.,0
2009,11,Sergipe,0,Dado estável. Sujeito a pequenas alterações.,0
2009,11,São Paulo,0,Dado estável. Sujeito a pequenas alterações.,0
2009,11,Tocantins,0,Dado estável. Sujeito a pequenas alterações.,0
2009,12,Acre,0,Dado estável. Sujeito a pequenas alterações.,0
2009,12,Alagoas,0,Dado estável. Sujeito a pequenas alterações.,0
2009,12,Amapá,0,Dado estável. Sujeito a pequenas alterações.,0
2009,12,Amazonas,0,Dado estável. Sujeito a pequenas alterações.,0
2009,12,Bahia,0,Dado estável. Sujeito a pequenas alterações.,0
2009,12,Ceará,0,Dado estável. Sujeito a pequenas alterações.,0
2009,12,Distrito Federal,0,Dado estável. Sujeito a pequenas alterações.,0
2009,12,Espírito Santo,0,Dado estável. Sujeito a pequenas alterações.,0
2009,12,Goiás,0,Dado estável. Sujeito a pequenas alterações.,0
2009,12,Maranhão,0,Dado estável. Sujeito a pequenas alterações.,0
2009,12,Mato Grosso,0,Dado estável. Sujeito a pequenas alterações.,0
2009,12,Mato Grosso do Sul,0,Dado estável. Sujeito a pequenas alterações.,0
2009,12,Minas Gerais,0,Dado estável. Sujeito a pequenas alterações.,0
2009,12,Paraná,0,Dado estável. Sujeito a pequenas alterações.,0
2009,12,Paraíba,0,Dado estável. Sujeito a pequenas alterações.,0
2009,12,Pará,0,Dado estável. Sujeito a pequenas alterações.,0
2009,12,Pernambuco,0,Dado estável. Sujeito a pequenas alterações.,0
2009,12,Piauí,0,Dado estável. Sujeito a pequenas alterações.,0
2009,12,Rio Grande do Norte,0,Dado estável. Sujeito a pequenas alterações.,0
2009,12,Rio Grande do Sul,0,Dado estável. Sujeito a pequenas alterações.,0
2009,12,Rio de Janeiro,0,Dado estável. Sujeito a pequenas alterações.,0
2009,12,Rondônia,0,Dado estável. Sujeito a pequenas alterações.,0
2009,12,Roraima,0,Dado estável. Sujeito a pequenas alterações.,0
2009,12,Santa Catarina,0,Dado estável. Sujeito a pequenas alterações.,0
2009,12,Sergipe,0,Dado estável. Sujeito a pequenas alterações.,0
2009,12,São Paulo,0,Dado estável. Sujeito a pequenas alterações.,0
2009,12,Tocantins,0,Dado estável. Sujeito a pequenas alterações.,0
2009,13,Acre,0,Dado estável. Sujeito a pequenas alterações.,0
2009,13,Alagoas,0,Dado estável. Sujeito a pequenas alterações.,0
2009,13,Amapá,0,Dado estável. Sujeito a pequenas alterações.,0
2009,13,Amazonas,0,Dado estável. Sujeito a pequenas alterações.,0
2009,13,Bahia,0,Dado estável. Sujeito a pequenas alterações.,0
2009,13,Ceará,0,Dado estável. Sujeito a pequenas alterações.,0
2009,13,Distrito Federal,0,Dado estável. Sujeito a pequenas alterações.,0
2009,13,Espírito Santo,0,Dado estável. Sujeito a pequenas alterações.,0
2009,13,Goiás,0,Dado estável. Sujeito a pequenas alterações.,0
2009,13,Maranhão,0,Dado estável. Sujeito a pequenas alterações.,0
2009,13,Mato Grosso,0,Dado estável. Sujeito a pequenas alterações.,0
2009,13,Mato Grosso do Sul,0,Dado estável. Sujeito a pequenas alterações.,0
2009,13,Minas Gerais,0,Dado estável. Sujeito a pequenas alterações.,0
2009,13,Paraná,0,Dado estável. Sujeito a pequenas alterações.,0
2009,13,Paraíba,0,Dado estável. Sujeito a pequenas alterações.,0
2009,13,Pará,0,Dado estável. Sujeito a pequenas alterações.,0
2009,13,Pernambuco,0,Dado estável. Sujeito a pequenas alterações.,0
2009,13,Piauí,0,Dado estável. Sujeito a pequenas alterações.,0
2009,13,Rio Grande do Norte,0,Dado estável. Sujeito a pequenas alterações.,0
2009,13,Rio Grande do Sul,0,Dado estável. Sujeito a pequenas alterações.,0
2009,13,Rio de Janeiro,0,Dado estável. Sujeito a pequenas alterações.,0
2009,13,Rondônia,0,Dado estável. Sujeito a pequenas alterações.,0
2009,13,Roraima,0,Dado estável. Sujeito a pequenas alterações.,0
2009,13,Santa Catarina,0,Dado estável. Sujeito a pequenas alterações.,0
2009,13,Sergipe,0,Dado estável. Sujeito a pequenas alterações.,0
2009,13,São Paulo,0,Dado estável. Sujeito a pequenas alterações.,0
2009,13,Tocantins,0,Dado estável. Sujeito a pequenas alterações.,0
2009,14,Acre,0,Dado estável. Sujeito a pequenas alterações.,0
2009,14,Alagoas,0,Dado estável. Sujeito a pequenas alterações.,0
2009,14,Amapá,0,Dado estável. Sujeito a pequenas alterações.,0
2009,14,Amazonas,0,Dado estável. Sujeito a pequenas alterações.,0
2009,14,Bahia,0,Dado estável. Sujeito a pequenas alterações.,0
2009,14,Ceará,0,Dado estável. Sujeito a pequenas alterações.,0
2009,14,Distrito Federal,0,Dado estável. Sujeito a pequenas alterações.,0
2009,14,Espírito Santo,0,Dado estável. Sujeito a pequenas alterações.,0
2009,14,Goiás,0,Dado estável. Sujeito a pequenas alterações.,0
2009,14,Maranhão,0,Dado estável. Sujeito a pequenas alterações.,0
2009,14,Mato Grosso,0,Dado estável. Sujeito a pequenas alterações.,0
2009,14,Mato Grosso do Sul,0,Dado estável. Sujeito a pequenas alterações.,0
2009,14,Minas Gerais,0,Dado estável. Sujeito a pequenas alterações.,0
2009,14,Paraná,0,Dado estável. Sujeito a pequenas alterações.,0
2009,14,Paraíba,0,Dado estável. Sujeito a pequenas alterações.,0
2009,14,Pará,0,Dado estável. Sujeito a pequenas alterações.,0
2009,14,Pernambuco,0,Dado estável. Sujeito a pequenas alterações.,0
2009,14,Piauí,0,Dado estável. Sujeito a pequenas alterações.,0
2009,14,Rio Grande do Norte,0,Dado estável. Sujeito a pequenas alterações.,0
2009,14,Rio Grande do Sul,0,Dado estável. Sujeito a pequenas alterações.,0
2009,14,Rio de Janeiro,0,Dado estável. Sujeito a pequenas alterações.,0
2009,14,Rondônia,0,Dado estável. Sujeito a pequenas alterações.,0
2009,14,Roraima,0,Dado estável. Sujeito a pequenas alterações.,0
2009,14,Santa Catarina,0,Dado estável. Sujeito a pequenas alterações.,0
2009,14,Sergipe,0,Dado estável. Sujeito a pequenas alterações.,0
2009,14,São Paulo,0,Dado estável. Sujeito a pequenas alterações.,0
2009,14,Tocantins,0,Dado estável. Sujeito a pequenas alterações.,0
2009,15,Acre,0,Dado estável. Sujeito a pequenas alterações.,0
