index,Mulheres,Homens,Sexo.ignorado,Total,url,ano,epiweek
60+ anos,9,14,0,23,http://info.gripe.fiocruz.br/data/detailed/1/2/2015/1/Brasil/age-distribution,2015,1
< 2 anos,13,17,0,30,http://info.gripe.fiocruz.br/data/detailed/1/2/2016/1/Brasil/age-distribution,2016,1
2-4 anos,8,2,0,10,http://info.gripe.fiocruz.br/data/detailed/1/2/2016/1/Brasil/age-distribution,2016,1
5-9 anos,1,1,0,2,http://info.gripe.fiocruz.br/data/detailed/1/2/2016/1/Brasil/age-distribution,2016,1
10-19 anos,5,0,0,5,http://info.gripe.fiocruz.br/data/detailed/1/2/2016/1/Brasil/age-distribution,2016,1
20-29 anos,7,3,0,10,http://info.gripe.fiocruz.br/data/detailed/1/2/2016/1/Brasil/age-distribution,2016,1
30-39 anos,6,3,0,9,http://info.gripe.fiocruz.br/data/detailed/1/2/2016/1/Brasil/age-distribution,2016,1
40-49 anos,0,5,0,5,http://info.gripe.fiocruz.br/data/detailed/1/2/2016/1/Brasil/age-distribution,2016,1
50-59 anos,2,10,0,12,http://info.gripe.fiocruz.br/data/detailed/1/2/2016/1/Brasil/age-distribution,2016,1
60+ anos,5,4,0,9,http://info.gripe.fiocruz.br/data/detailed/1/2/2016/1/Brasil/age-distribution,2016,1
< 2 anos,21,43,0,64,http://info.gripe.fiocruz.br/data/detailed/1/2/2017/1/Brasil/age-distribution,2017,1
2-4 anos,7,11,0,18,http://info.gripe.fiocruz.br/data/detailed/1/2/2017/1/Brasil/age-distribution,2017,1
5-9 anos,4,3,0,7,http://info.gripe.fiocruz.br/data/detailed/1/2/2017/1/Brasil/age-distribution,2017,1
10-19 anos,4,4,0,8,http://info.gripe.fiocruz.br/data/detailed/1/2/2017/1/Brasil/age-distribution,2017,1
20-29 anos,7,4,0,11,http://info.gripe.fiocruz.br/data/detailed/1/2/2017/1/Brasil/age-distribution,2017,1
30-39 anos,9,7,0,16,http://info.gripe.fiocruz.br/data/detailed/1/2/2017/1/Brasil/age-distribution,2017,1
40-49 anos,11,7,0,18,http://info.gripe.fiocruz.br/data/detailed/1/2/2017/1/Brasil/age-distribution,2017,1
50-59 anos,6,6,0,12,http://info.gripe.fiocruz.br/data/detailed/1/2/2017/1/Brasil/age-distribution,2017,1
60+ anos,17,18,0,35,http://info.gripe.fiocruz.br/data/detailed/1/2/2017/1/Brasil/age-distribution,2017,1
< 2 anos,30,34,0,64,http://info.gripe.fiocruz.br/data/detailed/1/2/2018/1/Brasil/age-distribution,2018,1
2-4 anos,9,10,0,19,http://info.gripe.fiocruz.br/data/detailed/1/2/2018/1/Brasil/age-distribution,2018,1
5-9 anos,0,5,0,5,http://info.gripe.fiocruz.br/data/detailed/1/2/2018/1/Brasil/age-distribution,2018,1
10-19 anos,6,5,0,11,http://info.gripe.fiocruz.br/data/detailed/1/2/2018/1/Brasil/age-distribution,2018,1
20-29 anos,9,7,0,16,http://info.gripe.fiocruz.br/data/detailed/1/2/2018/1/Brasil/age-distribution,2018,1
30-39 anos,5,11,0,16,http://info.gripe.fiocruz.br/data/detailed/1/2/2018/1/Brasil/age-distribution,2018,1
40-49 anos,2,3,0,5,http://info.gripe.fiocruz.br/data/detailed/1/2/2018/1/Brasil/age-distribution,2018,1
50-59 anos,3,11,0,14,http://info.gripe.fiocruz.br/data/detailed/1/2/2018/1/Brasil/age-distribution,2018,1
60+ anos,19,16,0,35,http://info.gripe.fiocruz.br/data/detailed/1/2/2018/1/Brasil/age-distribution,2018,1
< 2 anos,47,57,0,104,http://info.gripe.fiocruz.br/data/detailed/1/2/2019/1/Brasil/age-distribution,2019,1
2-4 anos,14,15,0,29,http://info.gripe.fiocruz.br/data/detailed/1/2/2019/1/Brasil/age-distribution,2019,1
5-9 anos,5,7,0,12,http://info.gripe.fiocruz.br/data/detailed/1/2/2019/1/Brasil/age-distribution,2019,1
10-19 anos,5,4,0,9,http://info.gripe.fiocruz.br/data/detailed/1/2/2019/1/Brasil/age-distribution,2019,1
20-29 anos,4,9,0,13,http://info.gripe.fiocruz.br/data/detailed/1/2/2019/1/Brasil/age-distribution,2019,1
30-39 anos,17,7,0,24,http://info.gripe.fiocruz.br/data/detailed/1/2/2019/1/Brasil/age-distribution,2019,1
40-49 anos,9,6,0,15,http://info.gripe.fiocruz.br/data/detailed/1/2/2019/1/Brasil/age-distribution,2019,1
50-59 anos,9,16,0,25,http://info.gripe.fiocruz.br/data/detailed/1/2/2019/1/Brasil/age-distribution,2019,1
60+ anos,28,18,0,46,http://info.gripe.fiocruz.br/data/detailed/1/2/2019/1/Brasil/age-distribution,2019,1
< 2 anos,48,62,0,110,http://info.gripe.fiocruz.br/data/detailed/1/2/2020/1/Brasil/age-distribution,2020,1
2-4 anos,11,11,0,22,http://info.gripe.fiocruz.br/data/detailed/1/2/2020/1/Brasil/age-distribution,2020,1
5-9 anos,10,14,0,24,http://info.gripe.fiocruz.br/data/detailed/1/2/2020/1/Brasil/age-distribution,2020,1
10-19 anos,7,10,0,17,http://info.gripe.fiocruz.br/data/detailed/1/2/2020/1/Brasil/age-distribution,2020,1
20-29 anos,13,7,0,20,http://info.gripe.fiocruz.br/data/detailed/1/2/2020/1/Brasil/age-distribution,2020,1
30-39 anos,8,6,0,14,http://info.gripe.fiocruz.br/data/detailed/1/2/2020/1/Brasil/age-distribution,2020,1
40-49 anos,13,4,0,17,http://info.gripe.fiocruz.br/data/detailed/1/2/2020/1/Brasil/age-distribution,2020,1
50-59 anos,9,4,0,13,http://info.gripe.fiocruz.br/data/detailed/1/2/2020/1/Brasil/age-distribution,2020,1
60+ anos,27,28,0,55,http://info.gripe.fiocruz.br/data/detailed/1/2/2020/1/Brasil/age-distribution,2020,1
< 2 anos,0,0,0,0,http://info.gripe.fiocruz.br/data/detailed/1/2/2009/2/Brasil/age-distribution,2009,2
2-4 anos,0,0,0,0,http://info.gripe.fiocruz.br/data/detailed/1/2/2009/2/Brasil/age-distribution,2009,2
5-9 anos,0,0,0,0,http://info.gripe.fiocruz.br/data/detailed/1/2/2009/2/Brasil/age-distribution,2009,2
10-19 anos,0,0,0,0,http://info.gripe.fiocruz.br/data/detailed/1/2/2009/2/Brasil/age-distribution,2009,2
20-29 anos,0,0,0,0,http://info.gripe.fiocruz.br/data/detailed/1/2/2009/2/Brasil/age-distribution,2009,2
30-39 anos,0,0,0,0,http://info.gripe.fiocruz.br/data/detailed/1/2/2009/2/Brasil/age-distribution,2009,2
40-49 anos,0,0,0,0,http://info.gripe.fiocruz.br/data/detailed/1/2/2009/2/Brasil/age-distribution,2009,2
50-59 anos,0,0,0,0,http://info.gripe.fiocruz.br/data/detailed/1/2/2009/2/Brasil/age-distribution,2009,2
60+ anos,0,0,0,0,http://info.gripe.fiocruz.br/data/detailed/1/2/2009/2/Brasil/age-distribution,2009,2
< 2 anos,5,10,0,15,http://info.gripe.fiocruz.br/data/detailed/1/2/2010/2/Brasil/age-distribution,2010,2
2-4 anos,6,7,0,13,http://info.gripe.fiocruz.br/data/detailed/1/2/2010/2/Brasil/age-distribution,2010,2
5-9 anos,3,2,0,5,http://info.gripe.fiocruz.br/data/detailed/1/2/2010/2/Brasil/age-distribution,2010,2
10-19 anos,7,5,0,12,http://info.gripe.fiocruz.br/data/detailed/1/2/2010/2/Brasil/age-distribution,2010,2
20-29 anos,17,10,0,27,http://info.gripe.fiocruz.br/data/detailed/1/2/2010/2/Brasil/age-distribution,2010,2
30-39 anos,15,10,0,25,http://info.gripe.fiocruz.br/data/detailed/1/2/2010/2/Brasil/age-distribution,2010,2
40-49 anos,14,5,0,19,http://info.gripe.fiocruz.br/data/detailed/1/2/2010/2/Brasil/age-distribution,2010,2
50-59 anos,2,4,0,6,http://info.gripe.fiocruz.br/data/detailed/1/2/2010/2/Brasil/age-distribution,2010,2
60+ anos,5,4,0,9,http://info.gripe.fiocruz.br/data/detailed/1/2/2010/2/Brasil/age-distribution,2010,2
< 2 anos,1,2,0,3,http://info.gripe.fiocruz.br/data/detailed/1/2/2011/2/Brasil/age-distribution,2011,2
2-4 anos,1,1,0,2,http://info.gripe.fiocruz.br/data/detailed/1/2/2011/2/Brasil/age-distribution,2011,2
5-9 anos,0,1,0,1,http://info.gripe.fiocruz.br/data/detailed/1/2/2011/2/Brasil/age-distribution,2011,2
10-19 anos,0,0,0,0,http://info.gripe.fiocruz.br/data/detailed/1/2/2011/2/Brasil/age-distribution,2011,2
20-29 anos,3,3,0,6,http://info.gripe.fiocruz.br/data/detailed/1/2/2011/2/Brasil/age-distribution,2011,2
30-39 anos,2,0,0,2,http://info.gripe.fiocruz.br/data/detailed/1/2/2011/2/Brasil/age-distribution,2011,2
40-49 anos,1,1,0,2,http://info.gripe.fiocruz.br/data/detailed/1/2/2011/2/Brasil/age-distribution,2011,2
50-59 anos,2,1,0,3,http://info.gripe.fiocruz.br/data/detailed/1/2/2011/2/Brasil/age-distribution,2011,2
60+ anos,2,2,0,4,http://info.gripe.fiocruz.br/data/detailed/1/2/2011/2/Brasil/age-distribution,2011,2
< 2 anos,11,7,0,18,http://info.gripe.fiocruz.br/data/detailed/1/2/2012/2/Brasil/age-distribution,2012,2
2-4 anos,2,3,0,5,http://info.gripe.fiocruz.br/data/detailed/1/2/2012/2/Brasil/age-distribution,2012,2
5-9 anos,2,2,0,4,http://info.gripe.fiocruz.br/data/detailed/1/2/2012/2/Brasil/age-distribution,2012,2
10-19 anos,3,0,0,3,http://info.gripe.fiocruz.br/data/detailed/1/2/2012/2/Brasil/age-distribution,2012,2
20-29 anos,4,1,0,5,http://info.gripe.fiocruz.br/data/detailed/1/2/2012/2/Brasil/age-distribution,2012,2
30-39 anos,2,3,0,5,http://info.gripe.fiocruz.br/data/detailed/1/2/2012/2/Brasil/age-distribution,2012,2
40-49 anos,2,2,0,4,http://info.gripe.fiocruz.br/data/detailed/1/2/2012/2/Brasil/age-distribution,2012,2
50-59 anos,2,1,0,3,http://info.gripe.fiocruz.br/data/detailed/1/2/2012/2/Brasil/age-distribution,2012,2
60+ anos,0,0,0,0,http://info.gripe.fiocruz.br/data/detailed/1/2/2012/2/Brasil/age-distribution,2012,2
< 2 anos,10,10,0,20,http://info.gripe.fiocruz.br/data/detailed/1/2/2013/2/Brasil/age-distribution,2013,2
2-4 anos,4,4,0,8,http://info.gripe.fiocruz.br/data/detailed/1/2/2013/2/Brasil/age-distribution,2013,2
5-9 anos,2,2,0,4,http://info.gripe.fiocruz.br/data/detailed/1/2/2013/2/Brasil/age-distribution,2013,2
10-19 anos,1,1,0,2,http://info.gripe.fiocruz.br/data/detailed/1/2/2013/2/Brasil/age-distribution,2013,2
20-29 anos,5,2,0,7,http://info.gripe.fiocruz.br/data/detailed/1/2/2013/2/Brasil/age-distribution,2013,2
30-39 anos,8,6,0,14,http://info.gripe.fiocruz.br/data/detailed/1/2/2013/2/Brasil/age-distribution,2013,2
40-49 anos,2,5,0,7,http://info.gripe.fiocruz.br/data/detailed/1/2/2013/2/Brasil/age-distribution,2013,2
50-59 anos,2,1,0,3,http://info.gripe.fiocruz.br/data/detailed/1/2/2013/2/Brasil/age-distribution,2013,2
60+ anos,5,3,0,8,http://info.gripe.fiocruz.br/data/detailed/1/2/2013/2/Brasil/age-distribution,2013,2
< 2 anos,16,17,0,33,http://info.gripe.fiocruz.br/data/detailed/1/2/2014/2/Brasil/age-distribution,2014,2
2-4 anos,6,3,0,9,http://info.gripe.fiocruz.br/data/detailed/1/2/2014/2/Brasil/age-distribution,2014,2
5-9 anos,3,4,0,7,http://info.gripe.fiocruz.br/data/detailed/1/2/2014/2/Brasil/age-distribution,2014,2
10-19 anos,4,3,0,7,http://info.gripe.fiocruz.br/data/detailed/1/2/2014/2/Brasil/age-distribution,2014,2
20-29 anos,10,8,0,18,http://info.gripe.fiocruz.br/data/detailed/1/2/2014/2/Brasil/age-distribution,2014,2
30-39 anos,9,5,0,14,http://info.gripe.fiocruz.br/data/detailed/1/2/2014/2/Brasil/age-distribution,2014,2
40-49 anos,3,4,0,7,http://info.gripe.fiocruz.br/data/detailed/1/2/2014/2/Brasil/age-distribution,2014,2
50-59 anos,6,11,0,17,http://info.gripe.fiocruz.br/data/detailed/1/2/2014/2/Brasil/age-distribution,2014,2
60+ anos,9,11,0,20,http://info.gripe.fiocruz.br/data/detailed/1/2/2014/2/Brasil/age-distribution,2014,2
< 2 anos,17,30,0,47,http://info.gripe.fiocruz.br/data/detailed/1/2/2015/2/Brasil/age-distribution,2015,2
2-4 anos,2,7,0,9,http://info.gripe.fiocruz.br/data/detailed/1/2/2015/2/Brasil/age-distribution,2015,2
5-9 anos,0,3,0,3,http://info.gripe.fiocruz.br/data/detailed/1/2/2015/2/Brasil/age-distribution,2015,2
10-19 anos,6,3,0,9,http://info.gripe.fiocruz.br/data/detailed/1/2/2015/2/Brasil/age-distribution,2015,2
20-29 anos,2,4,0,6,http://info.gripe.fiocruz.br/data/detailed/1/2/2015/2/Brasil/age-distribution,2015,2
30-39 anos,4,5,0,9,http://info.gripe.fiocruz.br/data/detailed/1/2/2015/2/Brasil/age-distribution,2015,2
40-49 anos,3,6,0,9,http://info.gripe.fiocruz.br/data/detailed/1/2/2015/2/Brasil/age-distribution,2015,2
50-59 anos,4,2,0,6,http://info.gripe.fiocruz.br/data/detailed/1/2/2015/2/Brasil/age-distribution,2015,2
60+ anos,7,8,0,15,http://info.gripe.fiocruz.br/data/detailed/1/2/2015/2/Brasil/age-distribution,2015,2
< 2 anos,9,9,0,18,http://info.gripe.fiocruz.br/data/detailed/1/2/2016/2/Brasil/age-distribution,2016,2
2-4 anos,5,6,0,11,http://info.gripe.fiocruz.br/data/detailed/1/2/2016/2/Brasil/age-distribution,2016,2
5-9 anos,3,1,0,4,http://info.gripe.fiocruz.br/data/detailed/1/2/2016/2/Brasil/age-distribution,2016,2
10-19 anos,2,4,0,6,http://info.gripe.fiocruz.br/data/detailed/1/2/2016/2/Brasil/age-distribution,2016,2
20-29 anos,5,3,0,8,http://info.gripe.fiocruz.br/data/detailed/1/2/2016/2/Brasil/age-distribution,2016,2
30-39 anos,5,8,0,13,http://info.gripe.fiocruz.br/data/detailed/1/2/2016/2/Brasil/age-distribution,2016,2
40-49 anos,4,3,0,7,http://info.gripe.fiocruz.br/data/detailed/1/2/2016/2/Brasil/age-distribution,2016,2
50-59 anos,2,9,0,11,http://info.gripe.fiocruz.br/data/detailed/1/2/2016/2/Brasil/age-distribution,2016,2
60+ anos,4,8,0,12,http://info.gripe.fiocruz.br/data/detailed/1/2/2016/2/Brasil/age-distribution,2016,2
< 2 anos,12,39,0,51,http://info.gripe.fiocruz.br/data/detailed/1/2/2017/2/Brasil/age-distribution,2017,2
2-4 anos,6,6,0,12,http://info.gripe.fiocruz.br/data/detailed/1/2/2017/2/Brasil/age-distribution,2017,2
5-9 anos,5,3,0,8,http://info.gripe.fiocruz.br/data/detailed/1/2/2017/2/Brasil/age-distribution,2017,2
10-19 anos,4,1,0,5,http://info.gripe.fiocruz.br/data/detailed/1/2/2017/2/Brasil/age-distribution,2017,2
20-29 anos,4,4,0,8,http://info.gripe.fiocruz.br/data/detailed/1/2/2017/2/Brasil/age-distribution,2017,2
30-39 anos,5,6,0,11,http://info.gripe.fiocruz.br/data/detailed/1/2/2017/2/Brasil/age-distribution,2017,2
40-49 anos,7,3,0,10,http://info.gripe.fiocruz.br/data/detailed/1/2/2017/2/Brasil/age-distribution,2017,2
50-59 anos,7,6,0,13,http://info.gripe.fiocruz.br/data/detailed/1/2/2017/2/Brasil/age-distribution,2017,2
60+ anos,24,21,0,45,http://info.gripe.fiocruz.br/data/detailed/1/2/2017/2/Brasil/age-distribution,2017,2
< 2 anos,24,22,0,46,http://info.gripe.fiocruz.br/data/detailed/1/2/2018/2/Brasil/age-distribution,2018,2
2-4 anos,9,6,0,15,http://info.gripe.fiocruz.br/data/detailed/1/2/2018/2/Brasil/age-distribution,2018,2
5-9 anos,4,4,0,8,http://info.gripe.fiocruz.br/data/detailed/1/2/2018/2/Brasil/age-distribution,2018,2
10-19 anos,3,2,0,5,http://info.gripe.fiocruz.br/data/detailed/1/2/2018/2/Brasil/age-distribution,2018,2
20-29 anos,9,9,0,18,http://info.gripe.fiocruz.br/data/detailed/1/2/2018/2/Brasil/age-distribution,2018,2
30-39 anos,8,4,0,12,http://info.gripe.fiocruz.br/data/detailed/1/2/2018/2/Brasil/age-distribution,2018,2
40-49 anos,6,10,0,16,http://info.gripe.fiocruz.br/data/detailed/1/2/2018/2/Brasil/age-distribution,2018,2
50-59 anos,6,7,0,13,http://info.gripe.fiocruz.br/data/detailed/1/2/2018/2/Brasil/age-distribution,2018,2
60+ anos,19,16,0,35,http://info.gripe.fiocruz.br/data/detailed/1/2/2018/2/Brasil/age-distribution,2018,2
< 2 anos,49,60,0,109,http://info.gripe.fiocruz.br/data/detailed/1/2/2019/2/Brasil/age-distribution,2019,2
2-4 anos,5,9,0,14,http://info.gripe.fiocruz.br/data/detailed/1/2/2019/2/Brasil/age-distribution,2019,2
5-9 anos,6,8,0,14,http://info.gripe.fiocruz.br/data/detailed/1/2/2019/2/Brasil/age-distribution,2019,2
10-19 anos,8,6,0,14,http://info.gripe.fiocruz.br/data/detailed/1/2/2019/2/Brasil/age-distribution,2019,2
20-29 anos,11,6,0,17,http://info.gripe.fiocruz.br/data/detailed/1/2/2019/2/Brasil/age-distribution,2019,2
30-39 anos,6,9,0,15,http://info.gripe.fiocruz.br/data/detailed/1/2/2019/2/Brasil/age-distribution,2019,2
40-49 anos,9,7,0,16,http://info.gripe.fiocruz.br/data/detailed/1/2/2019/2/Brasil/age-distribution,2019,2
50-59 anos,6,6,0,12,http://info.gripe.fiocruz.br/data/detailed/1/2/2019/2/Brasil/age-distribution,2019,2
60+ anos,28,17,0,45,http://info.gripe.fiocruz.br/data/detailed/1/2/2019/2/Brasil/age-distribution,2019,2
< 2 anos,33,69,0,102,http://info.gripe.fiocruz.br/data/detailed/1/2/2020/2/Brasil/age-distribution,2020,2
2-4 anos,20,10,0,30,http://info.gripe.fiocruz.br/data/detailed/1/2/2020/2/Brasil/age-distribution,2020,2
5-9 anos,7,12,0,19,http://info.gripe.fiocruz.br/data/detailed/1/2/2020/2/Brasil/age-distribution,2020,2
10-19 anos,17,4,0,21,http://info.gripe.fiocruz.br/data/detailed/1/2/2020/2/Brasil/age-distribution,2020,2
20-29 anos,7,7,0,14,http://info.gripe.fiocruz.br/data/detailed/1/2/2020/2/Brasil/age-distribution,2020,2
30-39 anos,13,17,0,30,http://info.gripe.fiocruz.br/data/detailed/1/2/2020/2/Brasil/age-distribution,2020,2
40-49 anos,9,12,0,21,http://info.gripe.fiocruz.br/data/detailed/1/2/2020/2/Brasil/age-distribution,2020,2
50-59 anos,8,7,0,15,http://info.gripe.fiocruz.br/data/detailed/1/2/2020/2/Brasil/age-distribution,2020,2
60+ anos,39,32,0,71,http://info.gripe.fiocruz.br/data/detailed/1/2/2020/2/Brasil/age-distribution,2020,2
< 2 anos,0,0,0,0,http://info.gripe.fiocruz.br/data/detailed/1/2/2009/3/Brasil/age-distribution,2009,3
2-4 anos,0,0,0,0,http://info.gripe.fiocruz.br/data/detailed/1/2/2009/3/Brasil/age-distribution,2009,3
5-9 anos,0,0,0,0,http://info.gripe.fiocruz.br/data/detailed/1/2/2009/3/Brasil/age-distribution,2009,3
10-19 anos,0,0,0,0,http://info.gripe.fiocruz.br/data/detailed/1/2/2009/3/Brasil/age-distribution,2009,3
20-29 anos,0,0,0,0,http://info.gripe.fiocruz.br/data/detailed/1/2/2009/3/Brasil/age-distribution,2009,3
30-39 anos,0,0,0,0,http://info.gripe.fiocruz.br/data/detailed/1/2/2009/3/Brasil/age-distribution,2009,3
40-49 anos,0,0,0,0,http://info.gripe.fiocruz.br/data/detailed/1/2/2009/3/Brasil/age-distribution,2009,3
50-59 anos,0,0,0,0,http://info.gripe.fiocruz.br/data/detailed/1/2/2009/3/Brasil/age-distribution,2009,3
60+ anos,0,0,0,0,http://info.gripe.fiocruz.br/data/detailed/1/2/2009/3/Brasil/age-distribution,2009,3
